Depto;año;Nombre - Indice;Posición;Puntaje;Grupo
GUAVIARE;2019;Gasto en investigación y desarrollo como porcentaje del PIB;10;28,24921382;3
VICHADA;2019;Gasto en investigación y desarrollo como porcentaje del PIB;28;2,835307515;5
BOGOTÁ & CUNDINAMARCA;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;18;34,06204805;4
BOLÍVAR;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;15;40,53008982;4
BOYACÁ;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;6;64,17291622;2
CALDAS;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;7;59,57788811;3
CAQUETÁ;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;20;24,40650341;4
CAUCA;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;14;41,00884705;4
CESAR;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;24;15,67083357;4
CÓRDOBA;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;13;41,8499145;4
CHOCÓ;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;27;6,385777036;5
HUILA;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;11;44,6438159;3
LA GUAJIRA;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;26;8,762181503;5
MAGDALENA;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;19;24,9059458;4
ANTIOQUIA;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;1;87,65214152;1
META;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;10;48,52712999;3
NARIÑO;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;12;42,49803844;4
NORTE DE SANTANDER;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;17;34,10902527;4
QUINDÍO;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;9;50,23906812;3
RISARALDA;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;2;78,04932558;1
SANTANDER;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;4;70,37920983;2
SUCRE;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;22;19,57842839;4
TOLIMA;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;16;38,1541436;4
VALLE DEL CAUCA;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;3;77,62324712;1
ATLÁNTICO;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;8;59,35133963;3
ARAUCA;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;28;0;5
CASANARE;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;5;64,21889223;2
PUTUMAYO;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;23;17,51378718;4
SAN ANDRES Y PROVIDENCIA;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;25;13,87264782;5
AMAZONAS;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;28;0;5
GUAINÍA;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;28;0;5
GUAVIARE;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;28;0;5
VICHADA;2019;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;21;21,90418077;4
BOGOTÁ & CUNDINAMARCA;2019;Intensidad del gasto empresarial en I+D (Porcentaje);8;33,6136336;3
BOLÍVAR;2019;Intensidad del gasto empresarial en I+D (Porcentaje);1;100;1
BOYACÁ;2019;Intensidad del gasto empresarial en I+D (Porcentaje);12;12,28605781;4
CALDAS;2019;Intensidad del gasto empresarial en I+D (Porcentaje);11;13,28564867;4
CAQUETÁ;2019;Intensidad del gasto empresarial en I+D (Porcentaje);6;36,59689537;3
CAUCA;2019;Intensidad del gasto empresarial en I+D (Porcentaje);9;33,16948487;3
CESAR;2019;Intensidad del gasto empresarial en I+D (Porcentaje);27;0,395706714;5
CÓRDOBA;2019;Intensidad del gasto empresarial en I+D (Porcentaje);24;1,590577496;5
CHOCÓ;2019;Intensidad del gasto empresarial en I+D (Porcentaje);28;0;5
HUILA;2019;Intensidad del gasto empresarial en I+D (Porcentaje);22;2,87669294;5
LA GUAJIRA;2019;Intensidad del gasto empresarial en I+D (Porcentaje);15;8,933874844;4
MAGDALENA;2019;Intensidad del gasto empresarial en I+D (Porcentaje);25;0,956574329;5
ANTIOQUIA;2019;Intensidad del gasto empresarial en I+D (Porcentaje);3;71,51389092;1
META;2019;Intensidad del gasto empresarial en I+D (Porcentaje);14;9,213387796;4
NARIÑO;2019;Intensidad del gasto empresarial en I+D (Porcentaje);4;50,26441617;2
NORTE DE SANTANDER;2019;Intensidad del gasto empresarial en I+D (Porcentaje);17;7,405418267;4
QUINDÍO;2019;Intensidad del gasto empresarial en I+D (Porcentaje);21;3,104923956;5
RISARALDA;2019;Intensidad del gasto empresarial en I+D (Porcentaje);18;6,965718139;4
SANTANDER;2019;Intensidad del gasto empresarial en I+D (Porcentaje);1;100;1
SUCRE;2019;Intensidad del gasto empresarial en I+D (Porcentaje);10;24,22258776;3
TOLIMA;2019;Intensidad del gasto empresarial en I+D (Porcentaje);19;4,559009;5
VALLE DEL CAUCA;2019;Intensidad del gasto empresarial en I+D (Porcentaje);7;36,23290628;3
ATLÁNTICO;2019;Intensidad del gasto empresarial en I+D (Porcentaje);2;89,50692431;1
ARAUCA;2019;Intensidad del gasto empresarial en I+D (Porcentaje);28;0;5
CASANARE;2019;Intensidad del gasto empresarial en I+D (Porcentaje);23;1,696896389;5
PUTUMAYO;2019;Intensidad del gasto empresarial en I+D (Porcentaje);5;42,39018104;2
SAN ANDRES Y PROVIDENCIA;2019;Intensidad del gasto empresarial en I+D (Porcentaje);26;0,900409286;5
AMAZONAS;2019;Intensidad del gasto empresarial en I+D (Porcentaje);28;0;5
GUAINÍA;2019;Intensidad del gasto empresarial en I+D (Porcentaje);16;8,187544893;4
GUAVIARE;2019;Intensidad del gasto empresarial en I+D (Porcentaje);13;11,41691389;4
VICHADA;2019;Intensidad del gasto empresarial en I+D (Porcentaje);20;4,25905032;5
BOGOTÁ & CUNDINAMARCA;2019;Comercio y competencia;1;100;1
BOLÍVAR;2019;Comercio y competencia;5;75,3626762;2
BOYACÁ;2019;Comercio y competencia;11;58,13907541;3
CALDAS;2019;Comercio y competencia;9;66,18984824;2
CAQUETÁ;2019;Comercio y competencia;23;34,2644809;4
CAUCA;2019;Comercio y competencia;6;71,50789191;2
CESAR;2019;Comercio y competencia;19;38,92961432;4
CÓRDOBA;2019;Comercio y competencia;15;49,54150893;3
CHOCÓ;2019;Comercio y competencia;25;29,44347149;4
HUILA;2019;Comercio y competencia;18;43,17851004;4
LA GUAJIRA;2019;Comercio y competencia;22;34,27164503;4
MAGDALENA;2019;Comercio y competencia;14;55,82604708;3
ANTIOQUIA;2019;Comercio y competencia;2;89,08278944;1
META;2019;Comercio y competencia;20;36,22348375;4
NARIÑO;2019;Comercio y competencia;13;55,88793643;3
NORTE DE SANTANDER;2019;Comercio y competencia;10;64,03882053;2
QUINDÍO;2019;Comercio y competencia;17;43,5185056;4
RISARALDA;2019;Comercio y competencia;8;67,00509573;2
SANTANDER;2019;Comercio y competencia;7;68,83429252;2
SUCRE;2019;Comercio y competencia;21;34,30350679;4
TOLIMA;2019;Comercio y competencia;12;56,22163745;3
VALLE DEL CAUCA;2019;Comercio y competencia;3;88,66616927;1
ATLÁNTICO;2019;Comercio y competencia;4;77,46136216;2
ARAUCA;2019;Comercio y competencia;28;26,02466915;4
CASANARE;2019;Comercio y competencia;24;33,25305545;4
PUTUMAYO;2019;Comercio y competencia;26;27,78214713;4
SAN ANDRES Y PROVIDENCIA;2019;Comercio y competencia;16;46,16679241;3
AMAZONAS;2019;Comercio y competencia;30;12,6576471;5
GUAINÍA;2019;Comercio y competencia;27;27,24851;4
GUAVIARE;2019;Comercio y competencia;29;22,2482191;4
VICHADA;2019;Comercio y competencia;31;5,930244118;5
BOGOTÁ & CUNDINAMARCA;2019;Creación de conocimiento;1;69,31867163;1
BOLÍVAR;2019;Creación de conocimiento;13;21,31834018;3
BOYACÁ;2019;Creación de conocimiento;11;23,56218269;3
CALDAS;2019;Creación de conocimiento;8;36,49934007;2
CAQUETÁ;2019;Creación de conocimiento;16;16,27943356;4
CAUCA;2019;Creación de conocimiento;5;46,38236572;2
CESAR;2019;Creación de conocimiento;21;9,232799312;5
CÓRDOBA;2019;Creación de conocimiento;19;13,52723027;5
CHOCÓ;2019;Creación de conocimiento;22;8,250508095;5
HUILA;2019;Creación de conocimiento;14;19,05616234;4
LA GUAJIRA;2019;Creación de conocimiento;26;3,97965766;5
MAGDALENA;2019;Creación de conocimiento;17;14,88134029;4
ANTIOQUIA;2019;Creación de conocimiento;2;60,7079254;1
META;2019;Creación de conocimiento;10;29,42829159;3
NARIÑO;2019;Creación de conocimiento;20;11,24531121;5
NORTE DE SANTANDER;2019;Creación de conocimiento;18;14,18545081;4
QUINDÍO;2019;Creación de conocimiento;7;44,39719802;2
RISARALDA;2019;Creación de conocimiento;6;44,80558084;2
SANTANDER;2019;Creación de conocimiento;3;57,47997502;1
SUCRE;2019;Creación de conocimiento;15;16,88373394;4
TOLIMA;2019;Creación de conocimiento;12;23,14503937;3
VALLE DEL CAUCA;2019;Creación de conocimiento;9;35,78974541;2
ATLÁNTICO;2019;Creación de conocimiento;4;52,81756472;2
ARAUCA;2019;Creación de conocimiento;28;0;5
CASANARE;2019;Creación de conocimiento;23;7,194320548;5
PUTUMAYO;2019;Creación de conocimiento;27;2,961050184;5
SAN ANDRES Y PROVIDENCIA;2019;Creación de conocimiento;28;0;5
AMAZONAS;2019;Creación de conocimiento;25;4,217059386;5
GUAINÍA;2019;Creación de conocimiento;24;6,248545339;5
GUAVIARE;2019;Creación de conocimiento;28;0;5
VICHADA;2019;Creación de conocimiento;28;0;5
BOGOTÁ & CUNDINAMARCA;2019;Creatividad en línea;1;100;1
BOLÍVAR;2019;Creatividad en línea;18;21,15097352;3
BOYACÁ;2019;Creatividad en línea;13;26,13824264;3
CALDAS;2019;Creatividad en línea;6;46,62785057;2
CAQUETÁ;2019;Creatividad en línea;25;6,126638123;5
CAUCA;2019;Creatividad en línea;15;23,44173671;3
CESAR;2019;Creatividad en línea;16;22,7100099;3
CÓRDOBA;2019;Creatividad en línea;23;11,27319131;4
CHOCÓ;2019;Creatividad en línea;28;4,59029407;5
HUILA;2019;Creatividad en línea;10;32,33950296;2
LA GUAJIRA;2019;Creatividad en línea;26;5,581281379;5
MAGDALENA;2019;Creatividad en línea;20;15,71919974;3
ANTIOQUIA;2019;Creatividad en línea;8;41,44854063;2
META;2019;Creatividad en línea;12;28,41201951;2
NARIÑO;2019;Creatividad en línea;11;28,85038448;2
NORTE DE SANTANDER;2019;Creatividad en línea;7;41,97250903;2
QUINDÍO;2019;Creatividad en línea;5;49,51882246;2
RISARALDA;2019;Creatividad en línea;2;79,9821396;1
SANTANDER;2019;Creatividad en línea;3;75,42764983;1
SUCRE;2019;Creatividad en línea;24;10,58263372;4
TOLIMA;2019;Creatividad en línea;19;16,8649033;3
VALLE DEL CAUCA;2019;Creatividad en línea;9;37,17277133;2
ATLÁNTICO;2019;Creatividad en línea;4;60,95829084;1
ARAUCA;2019;Creatividad en línea;17;22,14149816;3
CASANARE;2019;Creatividad en línea;14;25,23089331;3
PUTUMAYO;2019;Creatividad en línea;27;5,526914684;5
SAN ANDRES Y PROVIDENCIA;2019;Creatividad en línea;31;1,015403356;5
AMAZONAS;2019;Creatividad en línea;21;13,48955346;3
GUAINÍA;2019;Creatividad en línea;22;12,81240852;3
GUAVIARE;2019;Creatividad en línea;29;4,36430281;5
VICHADA;2019;Creatividad en línea;30;1,851689565;5
BOGOTÁ & CUNDINAMARCA;2019;Difusión de conocimiento;9;32,96557;3
BOLÍVAR;2019;Difusión de conocimiento;14;9,12109;4
BOYACÁ;2019;Difusión de conocimiento;8;36,3071;3
CALDAS;2019;Difusión de conocimiento;11;31,66871;3
CAQUETÁ;2019;Difusión de conocimiento;17;4,68434;4
CAUCA;2019;Difusión de conocimiento;4;46,07771;3
CESAR;2019;Difusión de conocimiento;19;1,7888;5
CÓRDOBA;2019;Difusión de conocimiento;23;1,06657;5
CHOCÓ;2019;Difusión de conocimiento;27;0;5
HUILA;2019;Difusión de conocimiento;13;11,17577;4
LA GUAJIRA;2019;Difusión de conocimiento;25;0,00263;5
MAGDALENA;2019;Difusión de conocimiento;20;1,73002;5
ANTIOQUIA;2019;Difusión de conocimiento;2;58,36768;2
META;2019;Difusión de conocimiento;16;5,70987;4
NARIÑO;2019;Difusión de conocimiento;21;1,48966;5
NORTE DE SANTANDER;2019;Difusión de conocimiento;7;37,84794;3
QUINDÍO;2019;Difusión de conocimiento;12;26,81211;3
RISARALDA;2019;Difusión de conocimiento;3;48,84801;3
SANTANDER;2019;Difusión de conocimiento;10;32,33357;3
SUCRE;2019;Difusión de conocimiento;18;2,17357;5
TOLIMA;2019;Difusión de conocimiento;15;6,77034;4
VALLE DEL CAUCA;2019;Difusión de conocimiento;6;38,54685;3
ATLÁNTICO;2019;Difusión de conocimiento;5;38,69892;3
ARAUCA;2019;Difusión de conocimiento;24;0,0054;5
CASANARE;2019;Difusión de conocimiento;26;0,00028;5
PUTUMAYO;2019;Difusión de conocimiento;27;0;5
SAN ANDRES Y PROVIDENCIA;2019;Difusión de conocimiento;1;84,31072;2
AMAZONAS;2019;Difusión de conocimiento;22;1,17457;5
GUAINÍA;2019;Difusión de conocimiento;27;0;5
GUAVIARE;2019;Difusión de conocimiento;27;0;5
VICHADA;2019;Difusión de conocimiento;27;0;5
BOGOTÁ & CUNDINAMARCA;2019;Educación secundaria y media;1;92,24138122;1
BOLÍVAR;2019;Educación secundaria y media;22;47,82574502;4
BOYACÁ;2019;Educación secundaria y media;3;82,43115881;1
CALDAS;2019;Educación secundaria y media;9;65,87609487;2
CAQUETÁ;2019;Educación secundaria y media;25;32,57289817;5
CAUCA;2019;Educación secundaria y media;23;40,71921959;4
CESAR;2019;Educación secundaria y media;19;50,83192127;3
CÓRDOBA;2019;Educación secundaria y media;21;48,50999487;4
CHOCÓ;2019;Educación secundaria y media;31;12,81786118;5
HUILA;2019;Educación secundaria y media;13;59,68141904;3
LA GUAJIRA;2019;Educación secundaria y media;28;22,05926053;5
MAGDALENA;2019;Educación secundaria y media;24;35,49660336;4
ANTIOQUIA;2019;Educación secundaria y media;7;67,91456696;2
META;2019;Educación secundaria y media;12;62,20793089;3
NARIÑO;2019;Educación secundaria y media;16;53,76880289;3
NORTE DE SANTANDER;2019;Educación secundaria y media;8;67,19824192;2
QUINDÍO;2019;Educación secundaria y media;6;69,45167352;2
RISARALDA;2019;Educación secundaria y media;5;70,13727378;2
SANTANDER;2019;Educación secundaria y media;2;89,58123525;1
SUCRE;2019;Educación secundaria y media;17;52,6532965;3
TOLIMA;2019;Educación secundaria y media;14;56,91288649;3
VALLE DEL CAUCA;2019;Educación secundaria y media;11;63,02956127;3
ATLÁNTICO;2019;Educación secundaria y media;10;64,21893634;2
ARAUCA;2019;Educación secundaria y media;15;55,12673214;3
CASANARE;2019;Educación secundaria y media;4;70,73648866;2
PUTUMAYO;2019;Educación secundaria y media;20;50,58511178;3
SAN ANDRES Y PROVIDENCIA;2019;Educación secundaria y media;18;50,87137543;3
AMAZONAS;2019;Educación secundaria y media;29;22,00918658;5
GUAINÍA;2019;Educación secundaria y media;26;28,70446476;5
GUAVIARE;2019;Educación secundaria y media;27;22,40119716;5
VICHADA;2019;Educación secundaria y media;30;13,67079409;5
BOGOTÁ & CUNDINAMARCA;2019;Educación superior;5;51,49864707;1
BOLÍVAR;2019;Educación superior;11;41,59316735;2
BOYACÁ;2019;Educación superior;3;55,96988244;1
CALDAS;2019;Educación superior;4;53,57961681;1
CAQUETÁ;2019;Educación superior;18;32,85596832;3
CAUCA;2019;Educación superior;16;33,69086337;3
CESAR;2019;Educación superior;12;40,02112278;2
CÓRDOBA;2019;Educación superior;23;27,27859095;4
CHOCÓ;2019;Educación superior;31;10,99530646;5
HUILA;2019;Educación superior;22;28,44156155;4
LA GUAJIRA;2019;Educación superior;15;33,99692789;3
MAGDALENA;2019;Educación superior;20;31,15470335;3
ANTIOQUIA;2019;Educación superior;6;50,00426908;1
META;2019;Educación superior;8;44,87056953;2
NARIÑO;2019;Educación superior;29;21,70753659;4
NORTE DE SANTANDER;2019;Educación superior;19;32,43184146;3
QUINDÍO;2019;Educación superior;10;43,71023763;2
RISARALDA;2019;Educación superior;9;44,77339805;2
SANTANDER;2019;Educación superior;1;60,19574646;1
SUCRE;2019;Educación superior;28;22,76885493;4
TOLIMA;2019;Educación superior;17;33,17853964;3
VALLE DEL CAUCA;2019;Educación superior;13;39,55353905;2
ATLÁNTICO;2019;Educación superior;7;47,2751762;1
ARAUCA;2019;Educación superior;26;23,98290688;4
CASANARE;2019;Educación superior;2;57,64740027;1
PUTUMAYO;2019;Educación superior;14;39,23339553;2
SAN ANDRES Y PROVIDENCIA;2019;Educación superior;27;22,94653081;4
AMAZONAS;2019;Educación superior;30;17,38185891;4
GUAINÍA;2019;Educación superior;25;24,06712208;4
GUAVIARE;2019;Educación superior;24;25,36508932;4
VICHADA;2019;Educación superior;21;30,35699624;3
BOGOTÁ & CUNDINAMARCA;2019;Razón de eficiencia;2;1,077763599;1
BOLÍVAR;2019;Razón de eficiencia;12;0,543705009;3
BOYACÁ;2019;Razón de eficiencia;13;0,442104809;4
CALDAS;2019;Razón de eficiencia;6;0,674562529;3
CAQUETÁ;2019;Razón de eficiencia;22;0,275253993;5
CAUCA;2019;Razón de eficiencia;8;0,666667711;3
CESAR;2019;Razón de eficiencia;18;0,313518077;5
CÓRDOBA;2019;Razón de eficiencia;23;0,272557214;5
CHOCÓ;2019;Razón de eficiencia;26;0,191462577;5
HUILA;2019;Razón de eficiencia;16;0,389310505;4
LA GUAJIRA;2019;Razón de eficiencia;28;0,156932274;5
MAGDALENA;2019;Razón de eficiencia;19;0,292192663;5
ANTIOQUIA;2019;Razón de eficiencia;4;0,935111406;2
META;2019;Razón de eficiencia;15;0,424137476;4
NARIÑO;2019;Razón de eficiencia;20;0,290861228;5
NORTE DE SANTANDER;2019;Razón de eficiencia;11;0,58231831;3
QUINDÍO;2019;Razón de eficiencia;7;0,672046851;3
RISARALDA;2019;Razón de eficiencia;3;0,972854915;2
SANTANDER;2019;Razón de eficiencia;5;0,801318264;2
SUCRE;2019;Razón de eficiencia;21;0,290575781;5
TOLIMA;2019;Razón de eficiencia;17;0,379913741;4
VALLE DEL CAUCA;2019;Razón de eficiencia;10;0,638882075;3
ATLÁNTICO;2019;Razón de eficiencia;9;0,639793935;3
ARAUCA;2019;Razón de eficiencia;25;0,206850909;5
CASANARE;2019;Razón de eficiencia;24;0,214405016;5
PUTUMAYO;2019;Razón de eficiencia;29;0,120554739;5
SAN ANDRES Y PROVIDENCIA;2019;Razón de eficiencia;1;1,175349653;1
AMAZONAS;2019;Razón de eficiencia;14;0,429867079;4
GUAINÍA;2019;Razón de eficiencia;27;0,175300872;5
GUAVIARE;2019;Razón de eficiencia;30;0,07565629;5
VICHADA;2019;Razón de eficiencia;31;0,067677037;5
BOGOTÁ & CUNDINAMARCA;2019;Enlaces de innovación;8;45,55245626;2
BOLÍVAR;2019;Enlaces de innovación;6;49,35864523;1
BOYACÁ;2019;Enlaces de innovación;14;21,38655837;3
CALDAS;2019;Enlaces de innovación;2;54,01161682;1
CAQUETÁ;2019;Enlaces de innovación;21;7,681803337;5
CAUCA;2019;Enlaces de innovación;9;42,9751741;2
CESAR;2019;Enlaces de innovación;16;15,05921894;4
CÓRDOBA;2019;Enlaces de innovación;10;31,90378879;2
CHOCÓ;2019;Enlaces de innovación;29;0,83575694;5
HUILA;2019;Enlaces de innovación;19;13,12364632;4
LA GUAJIRA;2019;Enlaces de innovación;30;0,381362967;5
MAGDALENA;2019;Enlaces de innovación;17;14,91528895;4
ANTIOQUIA;2019;Enlaces de innovación;1;94,86342139;1
META;2019;Enlaces de innovación;18;13,92723443;4
NARIÑO;2019;Enlaces de innovación;20;10,6576071;5
NORTE DE SANTANDER;2019;Enlaces de innovación;15;20,92911297;3
QUINDÍO;2019;Enlaces de innovación;11;28,55073972;3
RISARALDA;2019;Enlaces de innovación;5;49,38495363;1
SANTANDER;2019;Enlaces de innovación;3;53,52482327;1
SUCRE;2019;Enlaces de innovación;13;21,77584902;3
TOLIMA;2019;Enlaces de innovación;12;23,72248602;3
VALLE DEL CAUCA;2019;Enlaces de innovación;7;47,49292783;2
ATLÁNTICO;2019;Enlaces de innovación;4;51,42249395;1
ARAUCA;2019;Enlaces de innovación;25;2,571360526;5
CASANARE;2019;Enlaces de innovación;23;4,871907945;5
PUTUMAYO;2019;Enlaces de innovación;22;4,888585407;5
SAN ANDRES Y PROVIDENCIA;2019;Enlaces de innovación;28;0,919415029;5
AMAZONAS;2019;Enlaces de innovación;26;2,141761854;5
GUAINÍA;2019;Enlaces de innovación;24;2,636929655;5
GUAVIARE;2019;Enlaces de innovación;27;1,722266498;5
VICHADA;2019;Enlaces de innovación;31;0,18224009;5
BOGOTÁ & CUNDINAMARCA;2019;Índice Departamental de Innovación para Colombia (IDIC);1;69,92211402;1
BOLÍVAR;2019;Índice Departamental de Innovación para Colombia (IDIC);9;36,15762854;3
BOYACÁ;2019;Índice Departamental de Innovación para Colombia (IDIC);11;34,02301488;3
CALDAS;2019;Índice Departamental de Innovación para Colombia (IDIC);7;43,22997746;2
CAQUETÁ;2019;Índice Departamental de Innovación para Colombia (IDIC);23;19,45994929;4
CAUCA;2019;Índice Departamental de Innovación para Colombia (IDIC);12;32,04723979;3
CESAR;2019;Índice Departamental de Innovación para Colombia (IDIC);20;22,02124382;4
CÓRDOBA;2019;Índice Departamental de Innovación para Colombia (IDIC);21;21,9221487;4
CHOCÓ;2019;Índice Departamental de Innovación para Colombia (IDIC);29;15,01841747;5
HUILA;2019;Índice Departamental de Innovación para Colombia (IDIC);16;27,9119986;4
LA GUAJIRA;2019;Índice Departamental de Innovación para Colombia (IDIC);28;15,02223195;5
MAGDALENA;2019;Índice Departamental de Innovación para Colombia (IDIC);18;23,37465809;4
ANTIOQUIA;2019;Índice Departamental de Innovación para Colombia (IDIC);2;64,41885469;1
META;2019;Índice Departamental de Innovación para Colombia (IDIC);14;30,58345666;3
NARIÑO;2019;Índice Departamental de Innovación para Colombia (IDIC);19;22,37660194;4
NORTE DE SANTANDER;2019;Índice Departamental de Innovación para Colombia (IDIC);13;30,98494691;3
QUINDÍO;2019;Índice Departamental de Innovación para Colombia (IDIC);8;37,5466126;2
RISARALDA;2019;Índice Departamental de Innovación para Colombia (IDIC);5;49,31613937;2
SANTANDER;2019;Índice Departamental de Innovación para Colombia (IDIC);3;52,11439994;2
SUCRE;2019;Índice Departamental de Innovación para Colombia (IDIC);22;21,49824788;4
TOLIMA;2019;Índice Departamental de Innovación para Colombia (IDIC);15;29,18472598;3
VALLE DEL CAUCA;2019;Índice Departamental de Innovación para Colombia (IDIC);6;45,71624632;2
ATLÁNTICO;2019;Índice Departamental de Innovación para Colombia (IDIC);4;50,64518423;2
ARAUCA;2019;Índice Departamental de Innovación para Colombia (IDIC);26;16,24121175;5
CASANARE;2019;Índice Departamental de Innovación para Colombia (IDIC);17;24,11591664;4
PUTUMAYO;2019;Índice Departamental de Innovación para Colombia (IDIC);25;17,03367565;5
SAN ANDRES Y PROVIDENCIA;2019;Índice Departamental de Innovación para Colombia (IDIC);10;34,45597497;3
AMAZONAS;2019;Índice Departamental de Innovación para Colombia (IDIC);24;17,17358587;5
GUAINÍA;2019;Índice Departamental de Innovación para Colombia (IDIC);27;15,45827777;5
GUAVIARE;2019;Índice Departamental de Innovación para Colombia (IDIC);30;12,41820099;5
VICHADA;2019;Índice Departamental de Innovación para Colombia (IDIC);31;11,66031854;5
BOGOTÁ & CUNDINAMARCA;2019;Impacto del conocimiento;2;58,588092;1
BOLÍVAR;2019;Impacto del conocimiento;3;57,46908294;1
BOYACÁ;2019;Impacto del conocimiento;14;22,4350813;4
CALDAS;2019;Impacto del conocimiento;7;39,48385095;2
CAQUETÁ;2019;Impacto del conocimiento;23;11,98952903;4
CAUCA;2019;Impacto del conocimiento;15;22,42435887;4
CESAR;2019;Impacto del conocimiento;12;23,92189357;3
CÓRDOBA;2019;Impacto del conocimiento;22;13,22865424;4
CHOCÓ;2019;Impacto del conocimiento;29;7,643547974;5
HUILA;2019;Impacto del conocimiento;17;20,07094621;4
LA GUAJIRA;2019;Impacto del conocimiento;24;10,77283989;4
MAGDALENA;2019;Impacto del conocimiento;18;19,51612568;4
ANTIOQUIA;2019;Impacto del conocimiento;1;65,52868178;1
META;2019;Impacto del conocimiento;9;37,11548935;2
NARIÑO;2019;Impacto del conocimiento;28;8,231413879;5
NORTE DE SANTANDER;2019;Impacto del conocimiento;11;24,12522836;3
QUINDÍO;2019;Impacto del conocimiento;16;21,97137793;4
RISARALDA;2019;Impacto del conocimiento;8;38,67134549;2
SANTANDER;2019;Impacto del conocimiento;4;56,5113864;1
SUCRE;2019;Impacto del conocimiento;21;15,61670942;4
TOLIMA;2019;Impacto del conocimiento;10;34,36158445;2
VALLE DEL CAUCA;2019;Impacto del conocimiento;5;40,44687719;2
ATLÁNTICO;2019;Impacto del conocimiento;6;39,94208893;2
ARAUCA;2019;Impacto del conocimiento;26;10,05654374;4
CASANARE;2019;Impacto del conocimiento;19;16,48969861;4
PUTUMAYO;2019;Impacto del conocimiento;25;10,51101418;4
SAN ANDRES Y PROVIDENCIA;2019;Impacto del conocimiento;13;23,80009615;3
AMAZONAS;2019;Impacto del conocimiento;20;16,47663338;4
GUAINÍA;2019;Impacto del conocimiento;27;8,499923074;5
GUAVIARE;2019;Impacto del conocimiento;31;6,116907855;5
VICHADA;2019;Impacto del conocimiento;30;6,889262991;5
BOGOTÁ & CUNDINAMARCA;2019;Acceso a las TIC (0-100);1;98,62007294;1
BOLÍVAR;2019;Acceso a las TIC (0-100);15;54,16879119;2
BOYACÁ;2019;Acceso a las TIC (0-100);14;56,12395015;2
CALDAS;2019;Acceso a las TIC (0-100);7;70,61013946;1
CAQUETÁ;2019;Acceso a las TIC (0-100);22;30,20366795;3
CAUCA;2019;Acceso a las TIC (0-100);17;51,19007152;2
CESAR;2019;Acceso a las TIC (0-100);19;47,75163448;2
CÓRDOBA;2019;Acceso a las TIC (0-100);20;42,48613663;3
CHOCÓ;2019;Acceso a las TIC (0-100);25;19,14996895;4
HUILA;2019;Acceso a las TIC (0-100);13;57,07182518;2
LA GUAJIRA;2019;Acceso a las TIC (0-100);23;29,36303495;4
MAGDALENA;2019;Acceso a las TIC (0-100);18;50,14422124;2
ANTIOQUIA;2019;Acceso a las TIC (0-100);2;86,98474242;1
META;2019;Acceso a las TIC (0-100);9;68,43494189;1
NARIÑO;2019;Acceso a las TIC (0-100);16;51,28323793;2
NORTE DE SANTANDER;2019;Acceso a las TIC (0-100);10;60,49169849;1
QUINDÍO;2019;Acceso a las TIC (0-100);8;69,95165494;1
RISARALDA;2019;Acceso a las TIC (0-100);6;72,71220962;1
SANTANDER;2019;Acceso a las TIC (0-100);4;76,13459912;1
SUCRE;2019;Acceso a las TIC (0-100);21;39,82588956;3
TOLIMA;2019;Acceso a las TIC (0-100);11;58,98716918;1
VALLE DEL CAUCA;2019;Acceso a las TIC (0-100);3;84,56038334;1
